category,group,measure,year,value,chart
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita annuity,2035.0,76.2300000000032,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita annuity,2035.0,418.28800000000047,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,per capita annuity,2035.0,-3166.9050000000025,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita annuity,2035.0,-6416.598000000002,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita annuity,2035.0,-4082.5260000000053,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,per capita annuity,2035.0,-4052.6359999999986,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,per capita annuity,2035.0,-831.3639999999996,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,per capita annuity,2035.0,-552.3339999999989,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,per capita annuity,2035.0,-543.390999999996,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,per capita annuity,2035.0,-1081.5360000000073,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita annuity,2035.0,-1908.4210000000003,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita annuity,2035.0,-1354.2459999999992,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita annuity,2035.0,-1994.9590000000026,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita annuity,2035.0,-2159.3669999999984,scheduled.dollar.change
All,All,per capita cash,2035.0,-1081.3640000000014,scheduled.dollar.change
Age,62-69,per capita cash,2035.0,-1458.7880000000005,scheduled.dollar.change
Age,70-74,per capita cash,2035.0,-1308.1630000000005,scheduled.dollar.change
Age,75-79,per capita cash,2035.0,-672.7560000000012,scheduled.dollar.change
Age,80-84,per capita cash,2035.0,-681.489999999998,scheduled.dollar.change
Age,85+,per capita cash,2035.0,-683.1080000000002,scheduled.dollar.change
Sex,Female,per capita cash,2035.0,-979.3819999999978,scheduled.dollar.change
Sex,Male,per capita cash,2035.0,-1197.934000000001,scheduled.dollar.change
Education,1.High School Dropout,per capita cash,2035.0,-163.8179999999993,scheduled.dollar.change
Education,2.High School Graduate,per capita cash,2035.0,-795.3110000000015,scheduled.dollar.change
Education,3.Some College,per capita cash,2035.0,-1119.162000000004,scheduled.dollar.change
Education,4.College Graduate,per capita cash,2035.0,-1708.1800000000003,scheduled.dollar.change
Race Ethnicity,1.White,per capita cash,2035.0,-1309.3199999999997,scheduled.dollar.change
Race Ethnicity,2.Black,per capita cash,2035.0,-594.5560000000005,scheduled.dollar.change
Race Ethnicity,3.Hispanic,per capita cash,2035.0,-482.997000000003,scheduled.dollar.change
Race Ethnicity,4.Other,per capita cash,2035.0,-887.7459999999992,scheduled.dollar.change
Marital Status,Married,per capita cash,2035.0,-1695.3499999999985,scheduled.dollar.change
Marital Status,Widowed,per capita cash,2035.0,-385.13900000000285,scheduled.dollar.change
Marital Status,Divorced,per capita cash,2035.0,-427.56099999999424,scheduled.dollar.change
Marital Status,Single,per capita cash,2035.0,-94.66599999999744,scheduled.dollar.change
Shared Work Years,0-9,per capita cash,2035.0,27.279999999999745,scheduled.dollar.change
Shared Work Years,10-14,per capita cash,2035.0,393.45600000000013,scheduled.dollar.change
Shared Work Years,15-19,per capita cash,2035.0,-47.45800000000236,scheduled.dollar.change
Shared Work Years,20-24,per capita cash,2035.0,-500.3560000000034,scheduled.dollar.change
Shared Work Years,25-29,per capita cash,2035.0,-799.1059999999998,scheduled.dollar.change
Shared Work Years,30-34,per capita cash,2035.0,-1042.9209999999985,scheduled.dollar.change
Shared Work Years,35-39,per capita cash,2035.0,-1102.612000000001,scheduled.dollar.change
Shared Work Years,40+,per capita cash,2035.0,-1374.1500000000015,scheduled.dollar.change
Own Work Years,0-9,per capita cash,2035.0,-341.7019999999993,scheduled.dollar.change
Own Work Years,10-14,per capita cash,2035.0,-286.65399999999863,scheduled.dollar.change
Own Work Years,15-19,per capita cash,2035.0,-418.07600000000093,scheduled.dollar.change
Own Work Years,20-24,per capita cash,2035.0,-582.8970000000008,scheduled.dollar.change
Own Work Years,25-29,per capita cash,2035.0,-620.2920000000013,scheduled.dollar.change
Own Work Years,30-34,per capita cash,2035.0,-777.5610000000015,scheduled.dollar.change
Own Work Years,35-39,per capita cash,2035.0,-904.7220000000016,scheduled.dollar.change
Own Work Years,40+,per capita cash,2035.0,-1388.479999999996,scheduled.dollar.change
Shared Income Quintile,bottom quintile,per capita cash,2035.0,464.96099999999933,scheduled.dollar.change
Shared Income Quintile,2nd quintile,per capita cash,2035.0,-808.1640000000007,scheduled.dollar.change
Shared Income Quintile,3rd quintile,per capita cash,2035.0,-1221.6890000000021,scheduled.dollar.change
Shared Income Quintile,4th quintile,per capita cash,2035.0,-1600.6299999999974,scheduled.dollar.change
Shared Income Quintile,top quintile,per capita cash,2035.0,-2249.822,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,per capita cash,2035.0,407.7699999999986,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,per capita cash,2035.0,-671.1510000000017,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,per capita cash,2035.0,-1144.3899999999994,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,per capita cash,2035.0,-1665.1129999999976,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,per capita cash,2035.0,-2333.9570000000094,scheduled.dollar.change
Homeownership,Home Owner,per capita cash,2035.0,-1370.4959999999992,scheduled.dollar.change
Homeownership,Renter,per capita cash,2035.0,-23.364000000001397,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita cash,2035.0,-732.1030000000001,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita cash,2035.0,-190.60800000000017,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita cash,2035.0,-424.8130000000019,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita cash,2035.0,-364.54899999999907,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,per capita cash,2035.0,-3111.8960000000006,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita cash,2035.0,-4339.0999999999985,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita cash,2035.0,-2784.326000000001,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,per capita cash,2035.0,-2671.383999999998,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,per capita cash,2035.0,-817.4219999999987,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,per capita cash,2035.0,-414.5440000000017,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,per capita cash,2035.0,-641.9840000000004,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,per capita cash,2035.0,-1458.2000000000044,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita cash,2035.0,-1752.3979999999992,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita cash,2035.0,-1175.7919999999995,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita cash,2035.0,-1879.0420000000013,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita cash,2035.0,-1765.3369999999995,scheduled.dollar.change
All,All,net per capita annuity,2035.0,-794.6970000000001,scheduled.dollar.change
Age,62-69,net per capita annuity,2035.0,-879.7589999999982,scheduled.dollar.change
Age,70-74,net per capita annuity,2035.0,-1050.0280000000057,scheduled.dollar.change
Age,75-79,net per capita annuity,2035.0,-597.9179999999978,scheduled.dollar.change
Age,80-84,net per capita annuity,2035.0,-627.086000000003,scheduled.dollar.change
Age,85+,net per capita annuity,2035.0,-590.4170000000013,scheduled.dollar.change
Sex,Female,net per capita annuity,2035.0,-714.6529999999984,scheduled.dollar.change
Sex,Male,net per capita annuity,2035.0,-886.1909999999989,scheduled.dollar.change
Education,1.High School Dropout,net per capita annuity,2035.0,-48.672999999998865,scheduled.dollar.change
Education,2.High School Graduate,net per capita annuity,2035.0,-598.836000000003,scheduled.dollar.change
Education,3.Some College,net per capita annuity,2035.0,-854.2000000000044,scheduled.dollar.change
Education,4.College Graduate,net per capita annuity,2035.0,-1247.9360000000015,scheduled.dollar.change
Race Ethnicity,1.White,net per capita annuity,2035.0,-1007.6159999999945,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita annuity,2035.0,-398.03399999999965,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita annuity,2035.0,-225.90199999999822,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita annuity,2035.0,-542.8700000000026,scheduled.dollar.change
Marital Status,Married,net per capita annuity,2035.0,-1318.1399999999994,scheduled.dollar.change
Marital Status,Widowed,net per capita annuity,2035.0,-347.31299999999464,scheduled.dollar.change
Marital Status,Divorced,net per capita annuity,2035.0,-104.84300000000076,scheduled.dollar.change
Marital Status,Single,net per capita annuity,2035.0,141.737000000001,scheduled.dollar.change
Shared Work Years,0-9,net per capita annuity,2035.0,19.630999999999403,scheduled.dollar.change
Shared Work Years,10-14,net per capita annuity,2035.0,469.5689999999995,scheduled.dollar.change
Shared Work Years,15-19,net per capita annuity,2035.0,85.0590000000011,scheduled.dollar.change
Shared Work Years,20-24,net per capita annuity,2035.0,-291.6949999999997,scheduled.dollar.change
Shared Work Years,25-29,net per capita annuity,2035.0,-628.8380000000034,scheduled.dollar.change
Shared Work Years,30-34,net per capita annuity,2035.0,-806.2809999999954,scheduled.dollar.change
Shared Work Years,35-39,net per capita annuity,2035.0,-796.3199999999997,scheduled.dollar.change
Shared Work Years,40+,net per capita annuity,2035.0,-1023.5769999999902,scheduled.dollar.change
Own Work Years,0-9,net per capita annuity,2035.0,-304.10699999999997,scheduled.dollar.change
Own Work Years,10-14,net per capita annuity,2035.0,-191.85000000000218,scheduled.dollar.change
Own Work Years,15-19,net per capita annuity,2035.0,-241.59000000000015,scheduled.dollar.change
Own Work Years,20-24,net per capita annuity,2035.0,-347.0699999999997,scheduled.dollar.change
Own Work Years,25-29,net per capita annuity,2035.0,-412.4100000000035,scheduled.dollar.change
Own Work Years,30-34,net per capita annuity,2035.0,-529.7309999999998,scheduled.dollar.change
Own Work Years,35-39,net per capita annuity,2035.0,-659.0570000000007,scheduled.dollar.change
Own Work Years,40+,net per capita annuity,2035.0,-1036.8540000000066,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita annuity,2035.0,361.53299999999945,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita annuity,2035.0,-614.893,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita annuity,2035.0,-1005.0749999999971,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita annuity,2035.0,-1212.8559999999998,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita annuity,2035.0,-1518.0540000000037,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita annuity,2035.0,449.6779999999999,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita annuity,2035.0,-522.7829999999994,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita annuity,2035.0,-901.9300000000003,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita annuity,2035.0,-1309.0359999999928,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,net per capita annuity,2035.0,-1689.353999999992,scheduled.dollar.change
Homeownership,Home Owner,net per capita annuity,2035.0,-1049.671000000002,scheduled.dollar.change
Homeownership,Renter,net per capita annuity,2035.0,138.31199999999808,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita annuity,2035.0,311.5580000000009,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita annuity,2035.0,-251.25,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita annuity,2035.0,5.601999999998952,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita annuity,2035.0,249.72900000000664,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita annuity,2035.0,-2570.8780000000006,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2035.0,-5748.065999999999,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2035.0,-3721.4460000000036,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita annuity,2035.0,-3622.9449999999924,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,net per capita annuity,2035.0,-799.5649999999987,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita annuity,2035.0,-530.3110000000015,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita annuity,2035.0,-490.85499999999956,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,net per capita annuity,2035.0,-929.1150000000052,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita annuity,2035.0,-1655.2829999999994,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita annuity,2035.0,-1150.6560000000009,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita annuity,2035.0,-1641.4019999999982,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita annuity,2035.0,-1921.7200000000012,scheduled.dollar.change
All,All,net per capita cash,2035.0,-965.0950000000012,scheduled.dollar.change
Age,62-69,net per capita cash,2035.0,-1316.2000000000044,scheduled.dollar.change
Age,70-74,net per capita cash,2035.0,-1125.2719999999972,scheduled.dollar.change
Age,75-79,net per capita cash,2035.0,-614.3679999999986,scheduled.dollar.change
Age,80-84,net per capita cash,2035.0,-615.7019999999975,scheduled.dollar.change
Age,85+,net per capita cash,2035.0,-614.1339999999982,scheduled.dollar.change
Sex,Female,net per capita cash,2035.0,-874.9709999999977,scheduled.dollar.change
Sex,Male,net per capita cash,2035.0,-1068.112000000001,scheduled.dollar.change
Education,1.High School Dropout,net per capita cash,2035.0,-134.98999999999978,scheduled.dollar.change
Education,2.High School Graduate,net per capita cash,2035.0,-725.3999999999978,scheduled.dollar.change
Education,3.Some College,net per capita cash,2035.0,-1010.6010000000024,scheduled.dollar.change
Education,4.College Graduate,net per capita cash,2035.0,-1505.387999999999,scheduled.dollar.change
Race Ethnicity,1.White,net per capita cash,2035.0,-1174.2070000000022,scheduled.dollar.change
Race Ethnicity,2.Black,net per capita cash,2035.0,-541.9959999999992,scheduled.dollar.change
Race Ethnicity,3.Hispanic,net per capita cash,2035.0,-409.47100000000137,scheduled.dollar.change
Race Ethnicity,4.Other,net per capita cash,2035.0,-764.4439999999995,scheduled.dollar.change
Marital Status,Married,net per capita cash,2035.0,-1510.3580000000002,scheduled.dollar.change
Marital Status,Widowed,net per capita cash,2035.0,-371.13299999999435,scheduled.dollar.change
Marital Status,Divorced,net per capita cash,2035.0,-369.99299999999494,scheduled.dollar.change
Marital Status,Single,net per capita cash,2035.0,-64.30399999999645,scheduled.dollar.change
Shared Work Years,0-9,net per capita cash,2035.0,19.99200000000019,scheduled.dollar.change
Shared Work Years,10-14,net per capita cash,2035.0,406.39000000000124,scheduled.dollar.change
Shared Work Years,15-19,net per capita cash,2035.0,-19.158000000001266,scheduled.dollar.change
Shared Work Years,20-24,net per capita cash,2035.0,-419.7059999999983,scheduled.dollar.change
Shared Work Years,25-29,net per capita cash,2035.0,-736.7180000000008,scheduled.dollar.change
Shared Work Years,30-34,net per capita cash,2035.0,-941.7009999999973,scheduled.dollar.change
Shared Work Years,35-39,net per capita cash,2035.0,-990.3470000000016,scheduled.dollar.change
Shared Work Years,40+,net per capita cash,2035.0,-1226.1959999999963,scheduled.dollar.change
Own Work Years,0-9,net per capita cash,2035.0,-321.1759999999995,scheduled.dollar.change
Own Work Years,10-14,net per capita cash,2035.0,-237.0769999999975,scheduled.dollar.change
Own Work Years,15-19,net per capita cash,2035.0,-348.0460000000021,scheduled.dollar.change
Own Work Years,20-24,net per capita cash,2035.0,-496.68099999999686,scheduled.dollar.change
Own Work Years,25-29,net per capita cash,2035.0,-558.5519999999997,scheduled.dollar.change
Own Work Years,30-34,net per capita cash,2035.0,-683.6130000000012,scheduled.dollar.change
Own Work Years,35-39,net per capita cash,2035.0,-829.8690000000024,scheduled.dollar.change
Own Work Years,40+,net per capita cash,2035.0,-1239.385000000002,scheduled.dollar.change
Shared Income Quintile,bottom quintile,net per capita cash,2035.0,450.8090000000002,scheduled.dollar.change
Shared Income Quintile,2nd quintile,net per capita cash,2035.0,-776.9989999999998,scheduled.dollar.change
Shared Income Quintile,3rd quintile,net per capita cash,2035.0,-1178.3349999999991,scheduled.dollar.change
Shared Income Quintile,4th quintile,net per capita cash,2035.0,-1417.5149999999994,scheduled.dollar.change
Shared Income Quintile,top quintile,net per capita cash,2035.0,-1909.5469999999914,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,net per capita cash,2035.0,408.79099999999926,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,net per capita cash,2035.0,-642.010000000002,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,net per capita cash,2035.0,-1060.9900000000016,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,net per capita cash,2035.0,-1500.5720000000001,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,net per capita cash,2035.0,-2030.716999999997,scheduled.dollar.change
Homeownership,Home Owner,net per capita cash,2035.0,-1231.8580000000002,scheduled.dollar.change
Homeownership,Renter,net per capita cash,2035.0,11.047999999998865,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,net per capita cash,2035.0,-761.3789999999999,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,net per capita cash,2035.0,-172.91699999999946,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,net per capita cash,2035.0,-495.44100000000253,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,net per capita cash,2035.0,-533.1080000000002,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,net per capita cash,2035.0,-2515.8690000000006,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,net per capita cash,2035.0,-3670.568000000003,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,net per capita cash,2035.0,-2423.2479999999996,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,net per capita cash,2035.0,-2241.6920000000027,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,net per capita cash,2035.0,-785.6239999999998,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,net per capita cash,2035.0,-392.52100000000064,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,net per capita cash,2035.0,-589.4490000000005,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,net per capita cash,2035.0,-1305.7790000000023,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,net per capita cash,2035.0,-1499.259,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,net per capita cash,2035.0,-972.2019999999993,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,net per capita cash,2035.0,-1525.4849999999988,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,net per capita cash,2035.0,-1527.6900000000023,scheduled.dollar.change
All,All,per capita annuity,2045.0,-1019.5209999999934,scheduled.dollar.change
Age,62-69,per capita annuity,2045.0,-790.997000000003,scheduled.dollar.change
Age,70-74,per capita annuity,2045.0,-1265.8489999999874,scheduled.dollar.change
Age,75-79,per capita annuity,2045.0,-1398.4140000000043,scheduled.dollar.change
Age,80-84,per capita annuity,2045.0,-1085.675000000003,scheduled.dollar.change
Age,85+,per capita annuity,2045.0,-768.5650000000023,scheduled.dollar.change
Sex,Female,per capita annuity,2045.0,-915.25,scheduled.dollar.change
Sex,Male,per capita annuity,2045.0,-1138.3559999999998,scheduled.dollar.change
Education,1.High School Dropout,per capita annuity,2045.0,-40.68699999999808,scheduled.dollar.change
Education,2.High School Graduate,per capita annuity,2045.0,-617.7129999999961,scheduled.dollar.change
Education,3.Some College,per capita annuity,2045.0,-987.002999999997,scheduled.dollar.change
Education,4.College Graduate,per capita annuity,2045.0,-1759.3559999999998,scheduled.dollar.change
Race Ethnicity,1.White,per capita annuity,2045.0,-1356.0069999999978,scheduled.dollar.change
Race Ethnicity,2.Black,per capita annuity,2045.0,-404.1429999999964,scheduled.dollar.change
Race Ethnicity,3.Hispanic,per capita annuity,2045.0,-294.81400000000576,scheduled.dollar.change
Race Ethnicity,4.Other,per capita annuity,2045.0,-878.5089999999909,scheduled.dollar.change
Marital Status,Married,per capita annuity,2045.0,-2126.705999999991,scheduled.dollar.change
Marital Status,Widowed,per capita annuity,2045.0,314.7280000000028,scheduled.dollar.change
Marital Status,Divorced,per capita annuity,2045.0,-156.99499999999534,scheduled.dollar.change
Marital Status,Single,per capita annuity,2045.0,418.5130000000063,scheduled.dollar.change
Shared Work Years,0-9,per capita annuity,2045.0,48.61199999999917,scheduled.dollar.change
Shared Work Years,10-14,per capita annuity,2045.0,518.8279999999977,scheduled.dollar.change
Shared Work Years,15-19,per capita annuity,2045.0,-133.02799999999843,scheduled.dollar.change
Shared Work Years,20-24,per capita annuity,2045.0,-636.8359999999957,scheduled.dollar.change
Shared Work Years,25-29,per capita annuity,2045.0,-878.0800000000017,scheduled.dollar.change
Shared Work Years,30-34,per capita annuity,2045.0,-1169.2609999999986,scheduled.dollar.change
Shared Work Years,35-39,per capita annuity,2045.0,-1100.4060000000027,scheduled.dollar.change
Shared Work Years,40+,per capita annuity,2045.0,-1212.8280000000086,scheduled.dollar.change
Own Work Years,0-9,per capita annuity,2045.0,-567.4710000000014,scheduled.dollar.change
Own Work Years,10-14,per capita annuity,2045.0,-465.4360000000015,scheduled.dollar.change
Own Work Years,15-19,per capita annuity,2045.0,-570.4040000000023,scheduled.dollar.change
Own Work Years,20-24,per capita annuity,2045.0,-690.5179999999964,scheduled.dollar.change
Own Work Years,25-29,per capita annuity,2045.0,-671.5270000000019,scheduled.dollar.change
Own Work Years,30-34,per capita annuity,2045.0,-876.1559999999954,scheduled.dollar.change
Own Work Years,35-39,per capita annuity,2045.0,-806.6199999999953,scheduled.dollar.change
Own Work Years,40+,per capita annuity,2045.0,-1236.1990000000078,scheduled.dollar.change
Shared Income Quintile,bottom quintile,per capita annuity,2045.0,567.2939999999999,scheduled.dollar.change
Shared Income Quintile,2nd quintile,per capita annuity,2045.0,-669.8319999999985,scheduled.dollar.change
Shared Income Quintile,3rd quintile,per capita annuity,2045.0,-1044.3969999999972,scheduled.dollar.change
Shared Income Quintile,4th quintile,per capita annuity,2045.0,-1425.925000000003,scheduled.dollar.change
Shared Income Quintile,top quintile,per capita annuity,2045.0,-2523.0770000000193,scheduled.dollar.change
Shared Lifetime Earnings Quintile,bottom quintile,per capita annuity,2045.0,623.0380000000005,scheduled.dollar.change
Shared Lifetime Earnings Quintile,2nd quintile,per capita annuity,2045.0,-362.55800000000454,scheduled.dollar.change
Shared Lifetime Earnings Quintile,3rd quintile,per capita annuity,2045.0,-796.4460000000036,scheduled.dollar.change
Shared Lifetime Earnings Quintile,4th quintile,per capita annuity,2045.0,-1735.0149999999994,scheduled.dollar.change
Shared Lifetime Earnings Quintile,top quintile,per capita annuity,2045.0,-2826.859999999986,scheduled.dollar.change
Homeownership,Home Owner,per capita annuity,2045.0,-1443.8139999999985,scheduled.dollar.change
Homeownership,Renter,per capita annuity,2045.0,339.08899999999994,scheduled.dollar.change
Family Income Relative to Official Poverty,1.Less 100% of Poverty,per capita annuity,2045.0,-104.52700000000004,scheduled.dollar.change
Family Income Relative to Official Poverty,2.100-199% of Poverty,per capita annuity,2045.0,-356.09300000000076,scheduled.dollar.change
Family Income Relative to Official Poverty,3.200-399% of Poverty,per capita annuity,2045.0,1016.7419999999984,scheduled.dollar.change
Family Income Relative to Official Poverty,4.400%+ of Poverty,per capita annuity,2045.0,628.7160000000003,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),<0k,per capita annuity,2045.0,-4978.732,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),0k -  5k,per capita annuity,2045.0,-7345.286,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),5k - 25k,per capita annuity,2045.0,-7627.132000000005,scheduled.dollar.change
Per Capita Retirement Account Assets ($2015),25k +,per capita annuity,2045.0,-8258.490000000005,scheduled.dollar.change
Per Capita Financial Assets ($2015),<0k,per capita annuity,2045.0,-638.1500000000015,scheduled.dollar.change
Per Capita Financial Assets ($2015),0k -  5k,per capita annuity,2045.0,-934.8410000000003,scheduled.dollar.change
Per Capita Financial Assets ($2015),5k - 25k,per capita annuity,2045.0,-224.3159999999989,scheduled.dollar.change
Per Capita Financial Assets ($2015),25k +,per capita annuity,2045.0,-1116.8270000000048,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),<0k,per capita annuity,2045.0,-1954.1449999999986,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),0k -  5k,per capita annuity,2045.0,-2489.2119999999995,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),5k - 25k,per capita annuity,2045.0,-2858.9130000000005,scheduled.dollar.change
Per Capita Financial + Retirement Account Assets ($2015),25k +,per capita annuity,2045.0,-3658.212999999989,scheduled.dollar.change
All,All,per capita cash,2045.0,-1376.921000000002,scheduled.dollar.change
Age,62-69,per capita cash,2045.0,-1678.1260000000038,scheduled.dollar.change
Age,70-74,per capita cash,2045.0,-1459.9199999999983,scheduled.dollar.change
Age,75-79,per capita cash,2045.0,-1405.5849999999991,scheduled.dollar.change
Age,80-84,per capita cash,2045.0,-1134.1039999999994,scheduled.dollar.change
Age,85+,per capita cash,2045.0,-885.0030000000042,scheduled.dollar.change
Sex,Female,per capita cash,2045.0,-1212.1589999999997,scheduled.dollar.change
Sex,Male,per capita cash,2045.0,-1564.6940000000031,scheduled.dollar.change
Education,1.High School Dropout,per capita cash,2045.0,-194.10099999999875,scheduled.dollar.change
Education,2.High School Graduate,per capita cash,2045.0,-937.211000000003,scheduled.dollar.change
Education,3.Some College,per capita cash,2045.0,-1271.0969999999943,scheduled.dollar.change
Education,4.College Graduate,per capita cash,2045.0,-2269.7969999999987,scheduled.dollar.change
Race Ethnicity,1.White,per capita cash,2045.0,-1707.512999999999,scheduled.dollar.change
Race Ethnicity,2.Black,per capita cash,2045.0,-588.9700000000012,scheduled.dollar.change
Race Ethnicity,3.Hispanic,per capita cash,2045.0,-777.9130000000005,scheduled.dollar.change
Race Ethnicity,4.Other,per capita cash,2045.0,-1275.587999999996,scheduled.dollar.change
Marital Status,Married,per capita cash,2045.0,-2523.670999999995,scheduled.dollar.change
Marital Status,Widowed,per capita cash,2045.0,253.84500000000116,scheduled.dollar.change
Marital Status,Divorced,per capita cash,2045.0,-646.3669999999984,scheduled.dollar.change
Marital Status,Single,per capita cash,2045.0,-94.59700000000157,scheduled.dollar.change
Shared Work Years,0-9,per capita cash,2045.0,58.27800000000025,scheduled.dollar.change
Shared Work Years,10-14,per capita cash,2045.0,485.72799999999916,scheduled.dollar.change
Shared Work Years,15-19,per capita cash,2045.0,-258.0750000000007,scheduled.dollar.change
