"category","group","measure","year","value"
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2045,-735
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2045,-1517
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2045,-2296
"Homeownership","Home Owner","net per capita annuity",2045,-1231
"Homeownership","Renter","net per capita annuity",2045,363
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2045,-168
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2045,-336
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2045,935
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2045,390
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2045,-4187
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2045,-6553
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2045,-6550
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2045,-7090
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2045,-638
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2045,-827
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2045,-230
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2045,-910
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2045,-1739
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2045,-2136
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2045,-2413
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2045,-3152
"All","All","net per capita cash",2045,-1209
"Age","62-69","net per capita cash",2045,-1493
"Age","70-74","net per capita cash",2045,-1257
"Age","75-79","net per capita cash",2045,-1232
"Age","80-84","net per capita cash",2045,-1007
"Age","85+","net per capita cash",2045,-756
"Sex","Female","net per capita cash",2045,-1059
"Sex","Male","net per capita cash",2045,-1380
"Education","1.High School Dropout","net per capita cash",2045,-154
"Education","2.High School Graduate","net per capita cash",2045,-844
"Education","3.Some College","net per capita cash",2045,-1122
"Education","4.College Graduate","net per capita cash",2045,-1977
"Race Ethnicity","1.White","net per capita cash",2045,-1512
"Race Ethnicity","2.Black","net per capita cash",2045,-524
"Race Ethnicity","3.Hispanic","net per capita cash",2045,-642
"Race Ethnicity","4.Other","net per capita cash",2045,-1101
"Marital Status","Married","net per capita cash",2045,-2232
"Marital Status","Widowed","net per capita cash",2045,239
"Marital Status","Divorced","net per capita cash",2045,-548
"Marital Status","Single","net per capita cash",2045,-65
"Shared Work Years","0-9","net per capita cash",2045,58
"Shared Work Years","10-14","net per capita cash",2045,494
"Shared Work Years","15-19","net per capita cash",2045,-193
"Shared Work Years","20-24","net per capita cash",2045,-785
"Shared Work Years","25-29","net per capita cash",2045,-1003
"Shared Work Years","30-34","net per capita cash",2045,-1252
"Shared Work Years","35-39","net per capita cash",2045,-1331
"Shared Work Years","40+","net per capita cash",2045,-1450
"Own Work Years","0-9","net per capita cash",2045,-570
"Own Work Years","10-14","net per capita cash",2045,-413
"Own Work Years","15-19","net per capita cash",2045,-564
"Own Work Years","20-24","net per capita cash",2045,-772
"Own Work Years","25-29","net per capita cash",2045,-918
"Own Work Years","30-34","net per capita cash",2045,-1017
"Own Work Years","35-39","net per capita cash",2045,-1075
"Own Work Years","40+","net per capita cash",2045,-1466
"Shared Income Quintile","bottom quintile","net per capita cash",2045,635
"Shared Income Quintile","2nd quintile","net per capita cash",2045,-864
"Shared Income Quintile","3rd quintile","net per capita cash",2045,-1366
"Shared Income Quintile","4th quintile","net per capita cash",2045,-1724
"Shared Income Quintile","top quintile","net per capita cash",2045,-2726
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2045,557
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2045,-539
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2045,-1103
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2045,-1886
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2045,-3075
"Homeownership","Home Owner","net per capita cash",2045,-1606
"Homeownership","Renter","net per capita cash",2045,63
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2045,-1584
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2045,-196
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2045,-334
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2045,-677
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2045,-3200
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2045,-4736
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2045,-4525
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2045,-4416
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2045,-622
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2045,-778
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2045,-384
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2045,-1688
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2045,-1499
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2045,-1652
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2045,-2101
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2045,-2401
"All","All","per capita annuity",2055,-614
"Age","62-69","per capita annuity",2055,-564
"Age","70-74","per capita annuity",2055,-741
"Age","75-79","per capita annuity",2055,-668
"Age","80-84","per capita annuity",2055,-806
"Age","85+","per capita annuity",2055,-387
"Sex","Female","per capita annuity",2055,-466
"Sex","Male","per capita annuity",2055,-780
"Education","1.High School Dropout","per capita annuity",2055,149
"Education","2.High School Graduate","per capita annuity",2055,-180
"Education","3.Some College","per capita annuity",2055,-477
"Education","4.College Graduate","per capita annuity",2055,-1292
"Race Ethnicity","1.White","per capita annuity",2055,-978
"Race Ethnicity","2.Black","per capita annuity",2055,25
"Race Ethnicity","3.Hispanic","per capita annuity",2055,-32
"Race Ethnicity","4.Other","per capita annuity",2055,-403
"Marital Status","Married","per capita annuity",2055,-2186
"Marital Status","Widowed","per capita annuity",2055,1731
"Marital Status","Divorced","per capita annuity",2055,360
"Marital Status","Single","per capita annuity",2055,1100
"Shared Work Years","0-9","per capita annuity",2055,79
"Shared Work Years","10-14","per capita annuity",2055,676
"Shared Work Years","15-19","per capita annuity",2055,-127
"Shared Work Years","20-24","per capita annuity",2055,-718
"Shared Work Years","25-29","per capita annuity",2055,-954
"Shared Work Years","30-34","per capita annuity",2055,-956
"Shared Work Years","35-39","per capita annuity",2055,-836
"Shared Work Years","40+","per capita annuity",2055,-564
"Own Work Years","0-9","per capita annuity",2055,-740
"Own Work Years","10-14","per capita annuity",2055,-501
"Own Work Years","15-19","per capita annuity",2055,-455
"Own Work Years","20-24","per capita annuity",2055,-720
"Own Work Years","25-29","per capita annuity",2055,-755
"Own Work Years","30-34","per capita annuity",2055,-846
"Own Work Years","35-39","per capita annuity",2055,-461
"Own Work Years","40+","per capita annuity",2055,-589
"Shared Income Quintile","bottom quintile","per capita annuity",2055,797
"Shared Income Quintile","2nd quintile","per capita annuity",2055,-367
"Shared Income Quintile","3rd quintile","per capita annuity",2055,-474
"Shared Income Quintile","4th quintile","per capita annuity",2055,-881
"Shared Income Quintile","top quintile","per capita annuity",2055,-2147
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2055,824
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2055,-25
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2055,-125
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2055,-892
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2055,-2852
"Homeownership","Home Owner","per capita annuity",2055,-1111
"Homeownership","Renter","per capita annuity",2055,853
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2055,62
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2055,318
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2055,722
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2055,560
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2055,-6347
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2055,-7706
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2055,-7999
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2055,-11310
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2055,-636
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2055,-1614
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2055,174
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2055,-619
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2055,-2495
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2055,-3914
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2055,-3331
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2055,-4292
"All","All","per capita cash",2055,-1151
"Age","62-69","per capita cash",2055,-2020
"Age","70-74","per capita cash",2055,-812
"Age","75-79","per capita cash",2055,-656
"Age","80-84","per capita cash",2055,-838
"Age","85+","per capita cash",2055,-450
"Sex","Female","per capita cash",2055,-888
"Sex","Male","per capita cash",2055,-1447
"Education","1.High School Dropout","per capita cash",2055,-59
"Education","2.High School Graduate","per capita cash",2055,-642
"Education","3.Some College","per capita cash",2055,-1044
"Education","4.College Graduate","per capita cash",2055,-1982
"Race Ethnicity","1.White","per capita cash",2055,-1585
"Race Ethnicity","2.Black","per capita cash",2055,-284
"Race Ethnicity","3.Hispanic","per capita cash",2055,-459
"Race Ethnicity","4.Other","per capita cash",2055,-1048
"Marital Status","Married","per capita cash",2055,-2786
"Marital Status","Widowed","per capita cash",2055,1938
"Marital Status","Divorced","per capita cash",2055,-500
"Marital Status","Single","per capita cash",2055,168
"Shared Work Years","0-9","per capita cash",2055,66
"Shared Work Years","10-14","per capita cash",2055,589
"Shared Work Years","15-19","per capita cash",2055,-268
"Shared Work Years","20-24","per capita cash",2055,-914
"Shared Work Years","25-29","per capita cash",2055,-1195
"Shared Work Years","30-34","per capita cash",2055,-1404
"Shared Work Years","35-39","per capita cash",2055,-1412
"Shared Work Years","40+","per capita cash",2055,-1253
"Own Work Years","0-9","per capita cash",2055,-849
"Own Work Years","10-14","per capita cash",2055,-608
"Own Work Years","15-19","per capita cash",2055,-710
"Own Work Years","20-24","per capita cash",2055,-966
"Own Work Years","25-29","per capita cash",2055,-959
"Own Work Years","30-34","per capita cash",2055,-1263
"Own Work Years","35-39","per capita cash",2055,-990
"Own Work Years","40+","per capita cash",2055,-1287
"Shared Income Quintile","bottom quintile","per capita cash",2055,869
"Shared Income Quintile","2nd quintile","per capita cash",2055,-731
"Shared Income Quintile","3rd quintile","per capita cash",2055,-773
"Shared Income Quintile","4th quintile","per capita cash",2055,-1755
"Shared Income Quintile","top quintile","per capita cash",2055,-3367
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2055,749
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2055,-314
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2055,-615
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2055,-1718
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2055,-3858
"Homeownership","Home Owner","per capita cash",2055,-1640
"Homeownership","Renter","per capita cash",2055,291
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2055,-1099
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2055,98
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2055,-240
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2055,-460
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2055,-4888
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2055,-6350
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2055,-6576
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2055,-8064
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2055,-655
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2055,-1347
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2055,-75
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2055,-1632
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2055,-2141
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2055,-3225
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2055,-2928
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2055,-3428
"All","All","net per capita annuity",2055,-460
"Age","62-69","net per capita annuity",2055,-301
"Age","70-74","net per capita annuity",2055,-644
"Age","75-79","net per capita annuity",2055,-583
"Age","80-84","net per capita annuity",2055,-665
"Age","85+","net per capita annuity",2055,-319
"Sex","Female","net per capita annuity",2055,-333
"Sex","Male","net per capita annuity",2055,-603
"Education","1.High School Dropout","net per capita annuity",2055,196
"Education","2.High School Graduate","net per capita annuity",2055,-99
"Education","3.Some College","net per capita annuity",2055,-323
"Education","4.College Graduate","net per capita annuity",2055,-1043
"Race Ethnicity","1.White","net per capita annuity",2055,-765
"Race Ethnicity","2.Black","net per capita annuity",2055,48
"Race Ethnicity","3.Hispanic","net per capita annuity",2055,31
"Race Ethnicity","4.Other","net per capita annuity",2055,-252
"Marital Status","Married","net per capita annuity",2055,-1847
"Marital Status","Widowed","net per capita annuity",2055,1468
"Marital Status","Divorced","net per capita annuity",2055,468
"Marital Status","Single","net per capita annuity",2055,1159
"Shared Work Years","0-9","net per capita annuity",2055,80
"Shared Work Years","10-14","net per capita annuity",2055,721
"Shared Work Years","15-19","net per capita annuity",2055,-78
"Shared Work Years","20-24","net per capita annuity",2055,-609
"Shared Work Years","25-29","net per capita annuity",2055,-863
"Shared Work Years","30-34","net per capita annuity",2055,-798
"Shared Work Years","35-39","net per capita annuity",2055,-661
"Shared Work Years","40+","net per capita annuity",2055,-383
"Own Work Years","0-9","net per capita annuity",2055,-620
"Own Work Years","10-14","net per capita annuity",2055,-400
"Own Work Years","15-19","net per capita annuity",2055,-347
"Own Work Years","20-24","net per capita annuity",2055,-598
"Own Work Years","25-29","net per capita annuity",2055,-650
"Own Work Years","30-34","net per capita annuity",2055,-700
"Own Work Years","35-39","net per capita annuity",2055,-358
"Own Work Years","40+","net per capita annuity",2055,-407
"Shared Income Quintile","bottom quintile","net per capita annuity",2055,796
"Shared Income Quintile","2nd quintile","net per capita annuity",2055,-373
"Shared Income Quintile","3rd quintile","net per capita annuity",2055,-532
"Shared Income Quintile","4th quintile","net per capita annuity",2055,-651
"Shared Income Quintile","top quintile","net per capita annuity",2055,-1540
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2055,828
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2055,-14
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2055,-140
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2055,-688
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2055,-2286
"Homeownership","Home Owner","net per capita annuity",2055,-913
"Homeownership","Renter","net per capita annuity",2055,877
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2055,-17
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2055,338
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2055,649
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2055,365
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2055,-5154
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2055,-6750
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2055,-6929
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2055,-9272
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2055,-679
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2055,-1345
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2055,169
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2055,-457
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2055,-2196
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2055,-3313
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2055,-2909
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2055,-3536
"All","All","net per capita cash",2055,-997
"Age","62-69","net per capita cash",2055,-1757
"Age","70-74","net per capita cash",2055,-715
"Age","75-79","net per capita cash",2055,-571
"Age","80-84","net per capita cash",2055,-698
"Age","85+","net per capita cash",2055,-382
"Sex","Female","net per capita cash",2055,-755
"Sex","Male","net per capita cash",2055,-1270
"Education","1.High School Dropout","net per capita cash",2055,-12
"Education","2.High School Graduate","net per capita cash",2055,-561
"Education","3.Some College","net per capita cash",2055,-890
"Education","4.College Graduate","net per capita cash",2055,-1733
"Race Ethnicity","1.White","net per capita cash",2055,-1372
"Race Ethnicity","2.Black","net per capita cash",2055,-261
"Race Ethnicity","3.Hispanic","net per capita cash",2055,-395
"Race Ethnicity","4.Other","net per capita cash",2055,-896
"Marital Status","Married","net per capita cash",2055,-2447
"Marital Status","Widowed","net per capita cash",2055,1675
"Marital Status","Divorced","net per capita cash",2055,-392
"Marital Status","Single","net per capita cash",2055,228
"Shared Work Years","0-9","net per capita cash",2055,68
"Shared Work Years","10-14","net per capita cash",2055,634
"Shared Work Years","15-19","net per capita cash",2055,-219
"Shared Work Years","20-24","net per capita cash",2055,-805
"Shared Work Years","25-29","net per capita cash",2055,-1103
"Shared Work Years","30-34","net per capita cash",2055,-1246
"Shared Work Years","35-39","net per capita cash",2055,-1237
"Shared Work Years","40+","net per capita cash",2055,-1073
"Own Work Years","0-9","net per capita cash",2055,-729
"Own Work Years","10-14","net per capita cash",2055,-507
"Own Work Years","15-19","net per capita cash",2055,-603
"Own Work Years","20-24","net per capita cash",2055,-844
"Own Work Years","25-29","net per capita cash",2055,-854
"Own Work Years","30-34","net per capita cash",2055,-1118
"Own Work Years","35-39","net per capita cash",2055,-887
"Own Work Years","40+","net per capita cash",2055,-1105
"Shared Income Quintile","bottom quintile","net per capita cash",2055,867
"Shared Income Quintile","2nd quintile","net per capita cash",2055,-737
"Shared Income Quintile","3rd quintile","net per capita cash",2055,-832
"Shared Income Quintile","4th quintile","net per capita cash",2055,-1525
"Shared Income Quintile","top quintile","net per capita cash",2055,-2760
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2055,753
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2055,-304
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2055,-630
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2055,-1514
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2055,-3291
"Homeownership","Home Owner","net per capita cash",2055,-1442
"Homeownership","Renter","net per capita cash",2055,315
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2055,-1177
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2055,118
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2055,-313
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2055,-655
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2055,-3695
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2055,-5393
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2055,-5506
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2055,-6026
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2055,-698
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2055,-1078
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2055,-79
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2055,-1471
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2055,-1841
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2055,-2623
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2055,-2507
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2055,-2671
"All","All","per capita annuity",2065,-417
"Age","62-69","per capita annuity",2065,-1227
"Age","70-74","per capita annuity",2065,-619
"Age","75-79","per capita annuity",2065,-164
"Age","80-84","per capita annuity",2065,145
"Age","85+","per capita annuity",2065,708
"Sex","Female","per capita annuity",2065,-283
"Sex","Male","per capita annuity",2065,-568
"Education","1.High School Dropout","per capita annuity",2065,204
"Education","2.High School Graduate","per capita annuity",2065,89
"Education","3.Some College","per capita annuity",2065,-248
"Education","4.College Graduate","per capita annuity",2065,-1074
"Race Ethnicity","1.White","per capita annuity",2065,-716
"Race Ethnicity","2.Black","per capita annuity",2065,31
"Race Ethnicity","3.Hispanic","per capita annuity",2065,-36
"Race Ethnicity","4.Other","per capita annuity",2065,-171
"Marital Status","Married","per capita annuity",2065,-2407
"Marital Status","Widowed","per capita annuity",2065,3010
"Marital Status","Divorced","per capita annuity",2065,632
"Marital Status","Single","per capita annuity",2065,1400
"Shared Work Years","0-9","per capita annuity",2065,74
"Shared Work Years","10-14","per capita annuity",2065,787
"Shared Work Years","15-19","per capita annuity",2065,-284
"Shared Work Years","20-24","per capita annuity",2065,-879
"Shared Work Years","25-29","per capita annuity",2065,-1210
"Shared Work Years","30-34","per capita annuity",2065,-1155
"Shared Work Years","35-39","per capita annuity",2065,-835
"Shared Work Years","40+","per capita annuity",2065,-96
"Own Work Years","0-9","per capita annuity",2065,-967
"Own Work Years","10-14","per capita annuity",2065,-660
"Own Work Years","15-19","per capita annuity",2065,-816
"Own Work Years","20-24","per capita annuity",2065,-1081
"Own Work Years","25-29","per capita annuity",2065,-741
"Own Work Years","30-34","per capita annuity",2065,-704
"Own Work Years","35-39","per capita annuity",2065,-640
"Own Work Years","40+","per capita annuity",2065,-147
"Shared Income Quintile","bottom quintile","per capita annuity",2065,953
"Shared Income Quintile","2nd quintile","per capita annuity",2065,-141
"Shared Income Quintile","3rd quintile","per capita annuity",2065,-189
"Shared Income Quintile","4th quintile","per capita annuity",2065,-635
"Shared Income Quintile","top quintile","per capita annuity",2065,-2070
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2065,910
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2065,73
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2065,241
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2065,-679
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2065,-2629
"Homeownership","Home Owner","per capita annuity",2065,-966
"Homeownership","Renter","per capita annuity",2065,1142
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2065,165
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2065,1015
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2065,503
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2065,188
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2065,-5621
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2065,-9457
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2065,-9251
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2065,-12612
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2065,-602
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2065,-2411
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2065,376
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2065,-1027
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2065,-2591
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2065,-4288
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2065,-3666
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2065,-4457
"All","All","per capita cash",2065,-807
"Age","62-69","per capita cash",2065,-2599
"Age","70-74","per capita cash",2065,-480
"Age","75-79","per capita cash",2065,-5
"Age","80-84","per capita cash",2065,272
"Age","85+","per capita cash",2065,656
"Sex","Female","per capita cash",2065,-455
"Sex","Male","per capita cash",2065,-1205
"Education","1.High School Dropout","per capita cash",2065,-14
"Education","2.High School Graduate","per capita cash",2065,-168
"Education","3.Some College","per capita cash",2065,-674
"Education","4.College Graduate","per capita cash",2065,-1599
"Race Ethnicity","1.White","per capita cash",2065,-1148
"Race Ethnicity","2.Black","per capita cash",2065,-107
"Race Ethnicity","3.Hispanic","per capita cash",2065,-325
"Race Ethnicity","4.Other","per capita cash",2065,-887
"Marital Status","Married","per capita cash",2065,-2865
"Marital Status","Widowed","per capita cash",2065,3509
"Marital Status","Divorced","per capita cash",2065,-176
"Marital Status","Single","per capita cash",2065,589
"Shared Work Years","0-9","per capita cash",2065,65
"Shared Work Years","10-14","per capita cash",2065,660
"Shared Work Years","15-19","per capita cash",2065,-398
"Shared Work Years","20-24","per capita cash",2065,-1093
"Shared Work Years","25-29","per capita cash",2065,-1440
"Shared Work Years","30-34","per capita cash",2065,-1480
"Shared Work Years","35-39","per capita cash",2065,-1283
"Shared Work Years","40+","per capita cash",2065,-572
"Own Work Years","0-9","per capita cash",2065,-991
"Own Work Years","10-14","per capita cash",2065,-798
"Own Work Years","15-19","per capita cash",2065,-839
"Own Work Years","20-24","per capita cash",2065,-1246
"Own Work Years","25-29","per capita cash",2065,-969
"Own Work Years","30-34","per capita cash",2065,-987
"Own Work Years","35-39","per capita cash",2065,-1095
"Own Work Years","40+","per capita cash",2065,-649
"Shared Income Quintile","bottom quintile","per capita cash",2065,1049
"Shared Income Quintile","2nd quintile","per capita cash",2065,-306
"Shared Income Quintile","3rd quintile","per capita cash",2065,-589
"Shared Income Quintile","4th quintile","per capita cash",2065,-944
"Shared Income Quintile","top quintile","per capita cash",2065,-3241
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2065,818
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2065,-103
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2065,-155
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2065,-1179
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2065,-3414
"Homeownership","Home Owner","per capita cash",2065,-1276
"Homeownership","Renter","per capita cash",2065,527
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2065,-750
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2065,452
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2065,-226
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2065,-409
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2065,-3760
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2065,-7692
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2065,-7305
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2065,-9152
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2065,-586
