"category","group","measure","year","value"
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2045,26273.085
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2045,74971.51
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2045,19636.697
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2045,20099.68
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2045,26535.727
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2045,62316.179
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2045,16093.36
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2045,24764.893
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2045,33648.51
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2045,58346.614
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2045,13031.862
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2045,16013.323
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2045,19562.522
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2045,54033.691
"All","All","net per capita annuity",2045,59572.293
"Age","62-69","net per capita annuity",2045,59882.108
"Age","70-74","net per capita annuity",2045,59897.138
"Age","75-79","net per capita annuity",2045,54700.018
"Age","80-84","net per capita annuity",2045,52727.947
"Age","85+","net per capita annuity",2045,69482.978
"Sex","Female","net per capita annuity",2045,56173.107
"Sex","Male","net per capita annuity",2045,63446.228
"Education","1.High School Dropout","net per capita annuity",2045,21856.306
"Education","2.High School Graduate","net per capita annuity",2045,43300.786
"Education","3.Some College","net per capita annuity",2045,53576.007
"Education","4.College Graduate","net per capita annuity",2045,91611.025
"Race Ethnicity","1.White","net per capita annuity",2045,71230.662
"Race Ethnicity","2.Black","net per capita annuity",2045,36373.82
"Race Ethnicity","3.Hispanic","net per capita annuity",2045,35844.21
"Race Ethnicity","4.Other","net per capita annuity",2045,54601.09
"Marital Status","Married","net per capita annuity",2045,56229.852
"Marital Status","Widowed","net per capita annuity",2045,68354.015
"Marital Status","Divorced","net per capita annuity",2045,63690.997
"Marital Status","Single","net per capita annuity",2045,55752.544
"Shared Work Years","0-9","net per capita annuity",2045,5193.433
"Shared Work Years","10-14","net per capita annuity",2045,14720.615
"Shared Work Years","15-19","net per capita annuity",2045,20632.762
"Shared Work Years","20-24","net per capita annuity",2045,28992.555
"Shared Work Years","25-29","net per capita annuity",2045,32285.682
"Shared Work Years","30-34","net per capita annuity",2045,40502.92
"Shared Work Years","35-39","net per capita annuity",2045,48169.831
"Shared Work Years","40+","net per capita annuity",2045,79300.236
"Own Work Years","0-9","net per capita annuity",2045,17325.153
"Own Work Years","10-14","net per capita annuity",2045,23543.327
"Own Work Years","15-19","net per capita annuity",2045,29480.731
"Own Work Years","20-24","net per capita annuity",2045,29809.362
"Own Work Years","25-29","net per capita annuity",2045,34913.912
"Own Work Years","30-34","net per capita annuity",2045,39369.182
"Own Work Years","35-39","net per capita annuity",2045,46069.412
"Own Work Years","40+","net per capita annuity",2045,77097.209
"Shared Income Quintile","bottom quintile","net per capita annuity",2045,8374.603
"Shared Income Quintile","2nd quintile","net per capita annuity",2045,21529.281
"Shared Income Quintile","3rd quintile","net per capita annuity",2045,36335.906
"Shared Income Quintile","4th quintile","net per capita annuity",2045,60065.592
"Shared Income Quintile","top quintile","net per capita annuity",2045,171566.373
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2045,14914.401
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2045,29055.007
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2045,43316.484
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2045,65861.668
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2045,144721.592
"Homeownership","Home Owner","net per capita annuity",2045,68995.555
"Homeownership","Renter","net per capita annuity",2045,29398.475
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2045,7791.099
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2045,19040.325
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2045,36374.839
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2045,94773.728
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2045,21707.148
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2045,22792.863
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2045,30810.857
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2045,82057.789
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2045,12617.9
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2045,23065.983
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2045,30972.221
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2045,81599.058
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2045,9436.734
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2045,13835.226
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2045,17811.994
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2045,71146.09
"All","All","net per capita cash",2045,35238.165
"Age","62-69","net per capita cash",2045,37753.098
"Age","70-74","net per capita cash",2045,39001.645
"Age","75-79","net per capita cash",2045,35216.014
"Age","80-84","net per capita cash",2045,30635.342
"Age","85+","net per capita cash",2045,30382.704
"Sex","Female","net per capita cash",2045,34433.894
"Sex","Male","net per capita cash",2045,36154.765
"Education","1.High School Dropout","net per capita cash",2045,15540.99
"Education","2.High School Graduate","net per capita cash",2045,28451.529
"Education","3.Some College","net per capita cash",2045,35183.921
"Education","4.College Graduate","net per capita cash",2045,48611.231
"Race Ethnicity","1.White","net per capita cash",2045,39833.974
"Race Ethnicity","2.Black","net per capita cash",2045,27970.361
"Race Ethnicity","3.Hispanic","net per capita cash",2045,24853.471
"Race Ethnicity","4.Other","net per capita cash",2045,32635.101
"Marital Status","Married","net per capita cash",2045,34465.635
"Marital Status","Widowed","net per capita cash",2045,38252.038
"Marital Status","Divorced","net per capita cash",2045,36436.224
"Marital Status","Single","net per capita cash",2045,32727.127
"Shared Work Years","0-9","net per capita cash",2045,4350.204
"Shared Work Years","10-14","net per capita cash",2045,11193.29
"Shared Work Years","15-19","net per capita cash",2045,14507.422
"Shared Work Years","20-24","net per capita cash",2045,17941.426
"Shared Work Years","25-29","net per capita cash",2045,21410.34
"Shared Work Years","30-34","net per capita cash",2045,25980.51
"Shared Work Years","35-39","net per capita cash",2045,29885.685
"Shared Work Years","40+","net per capita cash",2045,45547.313
"Own Work Years","0-9","net per capita cash",2045,10877.094
"Own Work Years","10-14","net per capita cash",2045,16668.007
"Own Work Years","15-19","net per capita cash",2045,19125.547
"Own Work Years","20-24","net per capita cash",2045,19913.987
"Own Work Years","25-29","net per capita cash",2045,23144.374
"Own Work Years","30-34","net per capita cash",2045,25224.044
"Own Work Years","35-39","net per capita cash",2045,28945.056
"Own Work Years","40+","net per capita cash",2045,44321.656
"Shared Income Quintile","bottom quintile","net per capita cash",2045,6910.318
"Shared Income Quintile","2nd quintile","net per capita cash",2045,17163.82
"Shared Income Quintile","3rd quintile","net per capita cash",2045,27874.982
"Shared Income Quintile","4th quintile","net per capita cash",2045,43164.313
"Shared Income Quintile","top quintile","net per capita cash",2045,81082.821
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2045,11382.193
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2045,21378.143
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2045,30849.345
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2045,43099.452
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2045,69485.254
"Homeownership","Home Owner","net per capita cash",2045,39744.316
"Homeownership","Renter","net per capita cash",2045,20809.216
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2045,793.431
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2045,11799.258
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2045,21573.909
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2045,56226.613
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2045,14674.897
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2045,15152.925
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2045,20746.398
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2045,47226.628
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2045,11255.232
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2045,19271.842
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2045,26448.666
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2045,43941.706
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2045,8826.948
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2045,11736.944
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2045,14898.356
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2045,41074.56
"All","All","per capita annuity",2055,76672.434
"Age","62-69","per capita annuity",2055,82663.347
"Age","70-74","per capita annuity",2055,74198.62
"Age","75-79","per capita annuity",2055,69916.021
"Age","80-84","per capita annuity",2055,75007.438
"Age","85+","per capita annuity",2055,74631.034
"Sex","Female","per capita annuity",2055,72488.597
"Sex","Male","per capita annuity",2055,81386.519
"Education","1.High School Dropout","per capita annuity",2055,31135.827
"Education","2.High School Graduate","per capita annuity",2055,56885.281
"Education","3.Some College","per capita annuity",2055,72346.213
"Education","4.College Graduate","per capita annuity",2055,110017.427
"Race Ethnicity","1.White","per capita annuity",2055,90272.592
"Race Ethnicity","2.Black","per capita annuity",2055,51388.412
"Race Ethnicity","3.Hispanic","per capita annuity",2055,54958.669
"Race Ethnicity","4.Other","per capita annuity",2055,70670.978
"Marital Status","Married","per capita annuity",2055,74162.601
"Marital Status","Widowed","per capita annuity",2055,79541.52
"Marital Status","Divorced","per capita annuity",2055,86162.224
"Marital Status","Single","per capita annuity",2055,74394.966
"Shared Work Years","0-9","per capita annuity",2055,9692.469
"Shared Work Years","10-14","per capita annuity",2055,22897.348
"Shared Work Years","15-19","per capita annuity",2055,27133.194
"Shared Work Years","20-24","per capita annuity",2055,35614.546
"Shared Work Years","25-29","per capita annuity",2055,42410.284
"Shared Work Years","30-34","per capita annuity",2055,50846.055
"Shared Work Years","35-39","per capita annuity",2055,65649.733
"Shared Work Years","40+","per capita annuity",2055,101632.33
"Own Work Years","0-9","per capita annuity",2055,22987.115
"Own Work Years","10-14","per capita annuity",2055,33391.162
"Own Work Years","15-19","per capita annuity",2055,36187.241
"Own Work Years","20-24","per capita annuity",2055,40040.34
"Own Work Years","25-29","per capita annuity",2055,45807.488
"Own Work Years","30-34","per capita annuity",2055,50662.559
"Own Work Years","35-39","per capita annuity",2055,59420.571
"Own Work Years","40+","per capita annuity",2055,99792.309
"Shared Income Quintile","bottom quintile","per capita annuity",2055,13420.745
"Shared Income Quintile","2nd quintile","per capita annuity",2055,28125.751
"Shared Income Quintile","3rd quintile","per capita annuity",2055,46263.339
"Shared Income Quintile","4th quintile","per capita annuity",2055,77430.286
"Shared Income Quintile","top quintile","per capita annuity",2055,218136.741
"Shared Lifetime Earnings Quintile","bottom quintile","per capita annuity",2055,21635.129
"Shared Lifetime Earnings Quintile","2nd quintile","per capita annuity",2055,37298.252
"Shared Lifetime Earnings Quintile","3rd quintile","per capita annuity",2055,55077.035
"Shared Lifetime Earnings Quintile","4th quintile","per capita annuity",2055,84333.818
"Shared Lifetime Earnings Quintile","top quintile","per capita annuity",2055,185026.436
"Homeownership","Home Owner","per capita annuity",2055,88914.341
"Homeownership","Renter","per capita annuity",2055,40533.827
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita annuity",2055,11613.955
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita annuity",2055,24564.024
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita annuity",2055,41695.979
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita annuity",2055,117153.702
"Per Capita Retirement Account Assets ($2015)","<0k","per capita annuity",2055,28972.616
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2055,29388.636
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2055,37806.593
"Per Capita Retirement Account Assets ($2015)","25k +","per capita annuity",2055,100320.734
"Per Capita Financial Assets ($2015)","<0k","per capita annuity",2055,19577.491
"Per Capita Financial Assets ($2015)","0k -  5k","per capita annuity",2055,31785.823
"Per Capita Financial Assets ($2015)","5k - 25k","per capita annuity",2055,41456.112
"Per Capita Financial Assets ($2015)","25k +","per capita annuity",2055,101695.116
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita annuity",2055,15126.711
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita annuity",2055,19355.959
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita annuity",2055,23472.871
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita annuity",2055,88832.098
"All","All","per capita cash",2055,52883.044
"Age","62-69","per capita cash",2055,60296.221
"Age","70-74","per capita cash",2055,56941.09
"Age","75-79","per capita cash",2055,49652.834
"Age","80-84","per capita cash",2055,46742.704
"Age","85+","per capita cash",2055,41042.454
"Sex","Female","per capita cash",2055,50823.435
"Sex","Male","per capita cash",2055,55203.682
"Education","1.High School Dropout","per capita cash",2055,24239.488
"Education","2.High School Graduate","per capita cash",2055,41670.606
"Education","3.Some College","per capita cash",2055,53150.571
"Education","4.College Graduate","per capita cash",2055,71257.558
"Race Ethnicity","1.White","per capita cash",2055,59852.972
"Race Ethnicity","2.Black","per capita cash",2055,41051.312
"Race Ethnicity","3.Hispanic","per capita cash",2055,41746.442
"Race Ethnicity","4.Other","per capita cash",2055,48209.503
"Marital Status","Married","per capita cash",2055,53100.862
"Marital Status","Widowed","per capita cash",2055,53138.871
"Marital Status","Divorced","per capita cash",2055,55509.281
"Marital Status","Single","per capita cash",2055,49895.01
"Shared Work Years","0-9","per capita cash",2055,8784.567
"Shared Work Years","10-14","per capita cash",2055,18652.785
"Shared Work Years","15-19","per capita cash",2055,21981.368
"Shared Work Years","20-24","per capita cash",2055,26473.972
"Shared Work Years","25-29","per capita cash",2055,30987.396
"Shared Work Years","30-34","per capita cash",2055,36361.346
"Shared Work Years","35-39","per capita cash",2055,46630.348
"Shared Work Years","40+","per capita cash",2055,68671.335
"Own Work Years","0-9","per capita cash",2055,18430.299
"Own Work Years","10-14","per capita cash",2055,25647.782
"Own Work Years","15-19","per capita cash",2055,27162.79
"Own Work Years","20-24","per capita cash",2055,29293.411
"Own Work Years","25-29","per capita cash",2055,33504.492
"Own Work Years","30-34","per capita cash",2055,36321.088
"Own Work Years","35-39","per capita cash",2055,41282.254
"Own Work Years","40+","per capita cash",2055,67706.224
"Shared Income Quintile","bottom quintile","per capita cash",2055,11960.793
"Shared Income Quintile","2nd quintile","per capita cash",2055,23346.726
"Shared Income Quintile","3rd quintile","per capita cash",2055,37210.005
"Shared Income Quintile","4th quintile","per capita cash",2055,59323.179
"Shared Income Quintile","top quintile","per capita cash",2055,132583.44
"Shared Lifetime Earnings Quintile","bottom quintile","per capita cash",2055,17861.17
"Shared Lifetime Earnings Quintile","2nd quintile","per capita cash",2055,29443.626
"Shared Lifetime Earnings Quintile","3rd quintile","per capita cash",2055,42461.654
"Shared Lifetime Earnings Quintile","4th quintile","per capita cash",2055,61212.643
"Shared Lifetime Earnings Quintile","top quintile","per capita cash",2055,113441.36
"Homeownership","Home Owner","per capita cash",2055,60410.309
"Homeownership","Renter","per capita cash",2055,30662.251
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","per capita cash",2055,4754.716
"Family Income Relative to Official Poverty","2.100-199% of Poverty","per capita cash",2055,16519.605
"Family Income Relative to Official Poverty","3.200-399% of Poverty","per capita cash",2055,26719.551
"Family Income Relative to Official Poverty","4.400%+ of Poverty","per capita cash",2055,82303.148
"Per Capita Retirement Account Assets ($2015)","<0k","per capita cash",2055,21494.274
"Per Capita Retirement Account Assets ($2015)","0k -  5k","per capita cash",2055,21349.628
"Per Capita Retirement Account Assets ($2015)","5k - 25k","per capita cash",2055,26755.366
"Per Capita Retirement Account Assets ($2015)","25k +","per capita cash",2055,68580.404
"Per Capita Financial Assets ($2015)","<0k","per capita cash",2055,17921.608
"Per Capita Financial Assets ($2015)","0k -  5k","per capita cash",2055,27562.167
"Per Capita Financial Assets ($2015)","5k - 25k","per capita cash",2055,36647.67
"Per Capita Financial Assets ($2015)","25k +","per capita cash",2055,66062.038
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","per capita cash",2055,14393.032
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","per capita cash",2055,16960.884
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","per capita cash",2055,20541.011
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","per capita cash",2055,60387.64
"All","All","net per capita annuity",2055,62416.633
"Age","62-69","net per capita annuity",2055,64853.468
"Age","70-74","net per capita annuity",2055,58539.44
"Age","75-79","net per capita annuity",2055,57131.461
"Age","80-84","net per capita annuity",2055,63584.859
"Age","85+","net per capita annuity",2055,65618.583
"Sex","Female","net per capita annuity",2055,59168.128
"Sex","Male","net per capita annuity",2055,66076.844
"Education","1.High School Dropout","net per capita annuity",2055,24173.764
"Education","2.High School Graduate","net per capita annuity",2055,46248.764
"Education","3.Some College","net per capita annuity",2055,58379.107
"Education","4.College Graduate","net per capita annuity",2055,90260.806
"Race Ethnicity","1.White","net per capita annuity",2055,74302.78
"Race Ethnicity","2.Black","net per capita annuity",2055,41217.043
"Race Ethnicity","3.Hispanic","net per capita annuity",2055,42553.763
"Race Ethnicity","4.Other","net per capita annuity",2055,57739.371
"Marital Status","Married","net per capita annuity",2055,59134.065
"Marital Status","Widowed","net per capita annuity",2055,67691.273
"Marital Status","Divorced","net per capita annuity",2055,71040.626
"Marital Status","Single","net per capita annuity",2055,60577.377
"Shared Work Years","0-9","net per capita annuity",2055,4483.479
"Shared Work Years","10-14","net per capita annuity",2055,16908.482
"Shared Work Years","15-19","net per capita annuity",2055,20815.932
"Shared Work Years","20-24","net per capita annuity",2055,27833.307
"Shared Work Years","25-29","net per capita annuity",2055,34440.288
"Shared Work Years","30-34","net per capita annuity",2055,41494.419
"Shared Work Years","35-39","net per capita annuity",2055,53085.42
"Shared Work Years","40+","net per capita annuity",2055,83253.826
"Own Work Years","0-9","net per capita annuity",2055,15614.241
"Own Work Years","10-14","net per capita annuity",2055,25975.718
"Own Work Years","15-19","net per capita annuity",2055,28929.601
"Own Work Years","20-24","net per capita annuity",2055,32517.803
"Own Work Years","25-29","net per capita annuity",2055,37298.785
"Own Work Years","30-34","net per capita annuity",2055,41383.489
"Own Work Years","35-39","net per capita annuity",2055,49187.874
"Own Work Years","40+","net per capita annuity",2055,81440.826
"Shared Income Quintile","bottom quintile","net per capita annuity",2055,8574.854
"Shared Income Quintile","2nd quintile","net per capita annuity",2055,22769.522
"Shared Income Quintile","3rd quintile","net per capita annuity",2055,38968.095
"Shared Income Quintile","4th quintile","net per capita annuity",2055,64668.687
"Shared Income Quintile","top quintile","net per capita annuity",2055,177114.186
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita annuity",2055,16008.32
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita annuity",2055,30281.922
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita annuity",2055,45619.072
"Shared Lifetime Earnings Quintile","4th quintile","net per capita annuity",2055,70096.755
"Shared Lifetime Earnings Quintile","top quintile","net per capita annuity",2055,150084.157
"Homeownership","Home Owner","net per capita annuity",2055,72510.865
"Homeownership","Renter","net per capita annuity",2055,32618.048
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita annuity",2055,6800.197
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita annuity",2055,19771.357
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita annuity",2055,36079.805
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita annuity",2055,94572.728
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita annuity",2055,22842.988
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2055,23447.644
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2055,30984.842
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita annuity",2055,81871.732
"Per Capita Financial Assets ($2015)","<0k","net per capita annuity",2055,13539.27
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita annuity",2055,24900.875
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita annuity",2055,32911.196
"Per Capita Financial Assets ($2015)","25k +","net per capita annuity",2055,83461.172
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita annuity",2055,9873.502
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita annuity",2055,14079.655
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita annuity",2055,17774.138
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita annuity",2055,72683.513
"All","All","net per capita cash",2055,38627.243
"Age","62-69","net per capita cash",2055,42486.342
"Age","70-74","net per capita cash",2055,41281.909
"Age","75-79","net per capita cash",2055,36868.274
"Age","80-84","net per capita cash",2055,35320.125
"Age","85+","net per capita cash",2055,32030.003
"Sex","Female","net per capita cash",2055,37502.965
"Sex","Male","net per capita cash",2055,39894.007
"Education","1.High School Dropout","net per capita cash",2055,17277.425
"Education","2.High School Graduate","net per capita cash",2055,31034.089
"Education","3.Some College","net per capita cash",2055,39183.465
"Education","4.College Graduate","net per capita cash",2055,51500.937
"Race Ethnicity","1.White","net per capita cash",2055,43883.16
"Race Ethnicity","2.Black","net per capita cash",2055,30879.944
"Race Ethnicity","3.Hispanic","net per capita cash",2055,29341.536
"Race Ethnicity","4.Other","net per capita cash",2055,35277.897
"Marital Status","Married","net per capita cash",2055,38072.326
"Marital Status","Widowed","net per capita cash",2055,41288.624
"Marital Status","Divorced","net per capita cash",2055,40387.683
"Marital Status","Single","net per capita cash",2055,36077.421
"Shared Work Years","0-9","net per capita cash",2055,3575.578
"Shared Work Years","10-14","net per capita cash",2055,12663.919
"Shared Work Years","15-19","net per capita cash",2055,15664.106
"Shared Work Years","20-24","net per capita cash",2055,18692.733
"Shared Work Years","25-29","net per capita cash",2055,23017.399
"Shared Work Years","30-34","net per capita cash",2055,27009.71
"Shared Work Years","35-39","net per capita cash",2055,34066.035
"Shared Work Years","40+","net per capita cash",2055,50292.831
"Own Work Years","0-9","net per capita cash",2055,11057.424
"Own Work Years","10-14","net per capita cash",2055,18232.338
"Own Work Years","15-19","net per capita cash",2055,19905.15
"Own Work Years","20-24","net per capita cash",2055,21770.875
"Own Work Years","25-29","net per capita cash",2055,24995.789
"Own Work Years","30-34","net per capita cash",2055,27042.018
"Own Work Years","35-39","net per capita cash",2055,31049.556
"Own Work Years","40+","net per capita cash",2055,49354.741
"Shared Income Quintile","bottom quintile","net per capita cash",2055,7114.903
"Shared Income Quintile","2nd quintile","net per capita cash",2055,17990.497
"Shared Income Quintile","3rd quintile","net per capita cash",2055,29914.761
"Shared Income Quintile","4th quintile","net per capita cash",2055,46561.579
"Shared Income Quintile","top quintile","net per capita cash",2055,91560.886
"Shared Lifetime Earnings Quintile","bottom quintile","net per capita cash",2055,12234.362
"Shared Lifetime Earnings Quintile","2nd quintile","net per capita cash",2055,22427.296
"Shared Lifetime Earnings Quintile","3rd quintile","net per capita cash",2055,33003.691
"Shared Lifetime Earnings Quintile","4th quintile","net per capita cash",2055,46975.581
"Shared Lifetime Earnings Quintile","top quintile","net per capita cash",2055,78499.082
"Homeownership","Home Owner","net per capita cash",2055,44006.833
"Homeownership","Renter","net per capita cash",2055,22746.472
"Family Income Relative to Official Poverty","1.Less 100% of Poverty","net per capita cash",2055,-59.042
"Family Income Relative to Official Poverty","2.100-199% of Poverty","net per capita cash",2055,11726.938
"Family Income Relative to Official Poverty","3.200-399% of Poverty","net per capita cash",2055,21103.378
"Family Income Relative to Official Poverty","4.400%+ of Poverty","net per capita cash",2055,59722.175
"Per Capita Retirement Account Assets ($2015)","<0k","net per capita cash",2055,15364.646
"Per Capita Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2055,15408.635
"Per Capita Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2055,19933.614
"Per Capita Retirement Account Assets ($2015)","25k +","net per capita cash",2055,50131.402
"Per Capita Financial Assets ($2015)","<0k","net per capita cash",2055,11883.388
"Per Capita Financial Assets ($2015)","0k -  5k","net per capita cash",2055,20677.218
"Per Capita Financial Assets ($2015)","5k - 25k","net per capita cash",2055,28102.754
"Per Capita Financial Assets ($2015)","25k +","net per capita cash",2055,47828.095
"Per Capita Financial + Retirement Account Assets ($2015)","<0k","net per capita cash",2055,9139.823
"Per Capita Financial + Retirement Account Assets ($2015)","0k -  5k","net per capita cash",2055,11684.58
"Per Capita Financial + Retirement Account Assets ($2015)","5k - 25k","net per capita cash",2055,14842.278
"Per Capita Financial + Retirement Account Assets ($2015)","25k +","net per capita cash",2055,44239.055
"All","All","per capita annuity",2065,82065.368
"Age","62-69","per capita annuity",2065,91171.077
"Age","70-74","per capita annuity",2065,82583.139
"Age","75-79","per capita annuity",2065,76680.732
"Age","80-84","per capita annuity",2065,73410.029
"Age","85+","per capita annuity",2065,76085.999
"Sex","Female","per capita annuity",2065,79124.145
"Sex","Male","per capita annuity",2065,85394.78
"Education","1.High School Dropout","per capita annuity",2065,33583.262
"Education","2.High School Graduate","per capita annuity",2065,61517.859
"Education","3.Some College","per capita annuity",2065,76415.156
"Education","4.College Graduate","per capita annuity",2065,114741.171
"Race Ethnicity","1.White","per capita annuity",2065,96333.803
"Race Ethnicity","2.Black","per capita annuity",2065,57841.903
"Race Ethnicity","3.Hispanic","per capita annuity",2065,62738.761
"Race Ethnicity","4.Other","per capita annuity",2065,76961.357
"Marital Status","Married","per capita annuity",2065,79647.253
"Marital Status","Widowed","per capita annuity",2065,87429.543
"Marital Status","Divorced","per capita annuity",2065,87335.207
"Marital Status","Single","per capita annuity",2065,80362.084
"Shared Work Years","0-9","per capita annuity",2065,11639.356
"Shared Work Years","10-14","per capita annuity",2065,25136.352
"Shared Work Years","15-19","per capita annuity",2065,30696.602
"Shared Work Years","20-24","per capita annuity",2065,39348.248
"Shared Work Years","25-29","per capita annuity",2065,47054.286
"Shared Work Years","30-34","per capita annuity",2065,56700.479
"Shared Work Years","35-39","per capita annuity",2065,68806.309
"Shared Work Years","40+","per capita annuity",2065,108629.359
"Own Work Years","0-9","per capita annuity",2065,25056.624
"Own Work Years","10-14","per capita annuity",2065,37617.113
"Own Work Years","15-19","per capita annuity",2065,40068.67
"Own Work Years","20-24","per capita annuity",2065,44134.348
"Own Work Years","25-29","per capita annuity",2065,50597.577
"Own Work Years","30-34","per capita annuity",2065,57652.047
"Own Work Years","35-39","per capita annuity",2065,64409.005
"Own Work Years","40+","per capita annuity",2065,106208.728
"Shared Income Quintile","bottom quintile","per capita annuity",2065,14863.632
"Shared Income Quintile","2nd quintile","per capita annuity",2065,31198.743
"Shared Income Quintile","3rd quintile","per capita annuity",2065,50940.618
"Shared Income Quintile","4th quintile","per capita annuity",2065,84207.654
